model,n Selected,type,Counts,Method,Train Accuracy,Test Accuracy,MCC,F1,features
Random Forest,115,by counts,3,,1.0,0.5566502463054187,0.2088272301981951,0.5185626538807092,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', 'Total Teachers 2018-2019', 'Median Age 10', 'Avg Family Size 10', '22-Suburb: Mid-size', '% White Students 2021-2022', '% Students Tested Reading - Grade 8 2021-2022', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 5 2021-2022', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Prek 2020-2021', '% Male Pop 10', '% K 2021-2022', '% K 2020-2021', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Married-noChild 10', '% HH Female-Child 10', '% HH 1 Male 10', '% Grades 1-8 2020-2021', '% Grades 1-8 2018-2019', '% Free or Reduced Lunch 2021-2022', '% Free or Reduced Lunch 2018-2019', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '% ADA 2018-2019', '# of Households 10', 'Total Staff 2018-2019', 'Median Age Male 10', '42-Rural: Distant', '41-Rural: Fringe', '32-Town: Distant', '31-Town: Fringe', '23-Suburb: Small', '21-Suburb: Large', '12-City: Mid-size', '11-City: Large', '% of Population in Poverty', '% White Students 2020-2021', '% White Students 2018-2019', '% Students Tested Reading - Grade 7 2021-2022', '% Housing Renter Occup 10', '% Hispanic Students 2021-2022', '% Hispanic Students 2018-2019', '% HH Married-Child 10', '% HH Male-Child 10', '% HH 1 Female 10', '% Female Pop 10', '% County Infected 10/30/20', '% County Infected 09/28/20', '% County Deaths 10/30/2022', '% County Deaths 09/28/20', '% County Deaths 01/29/2022', '% Asian or Asian/Pacific Islander Students 2021-2022', '% Asian or Asian/Pacific Islander Students 2020-2021', '% Age 5-9 Pop 10', '% Age 35-44 Pop 10', '% Age 20-24 Pop 10', '% Age 0-4 Pop 10', '% ADA 2021-2022']"
Random Forest,82,by counts,4,,1.0,0.5763546798029556,0.24429557318155273,0.5157185238563748,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', 'Total Teachers 2018-2019', 'Median Age 10', 'Avg Family Size 10', '22-Suburb: Mid-size', '% White Students 2021-2022', '% Students Tested Reading - Grade 8 2021-2022', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 5 2021-2022', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Prek 2020-2021', '% Male Pop 10', '% K 2021-2022', '% K 2020-2021', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Married-noChild 10', '% HH Female-Child 10', '% HH 1 Male 10', '% Grades 1-8 2020-2021', '% Grades 1-8 2018-2019', '% Free or Reduced Lunch 2021-2022', '% Free or Reduced Lunch 2018-2019', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '% ADA 2018-2019', '# of Households 10']"
Random Forest,39,by counts,5,,1.0,0.5960591133004927,0.28932356202353887,0.5553139442037635,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021']"
Random Forest,16,by counts,6,,1.0,0.5763546798029556,0.2531836311545083,0.5434910117802435,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10']"
Random Forest,2,by counts,7,,0.9987654320987654,0.5123152709359606,0.17235268193908682,0.5032943217943705,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20']"
Random Forest,22,by methods,n/a,Variance Threshold,1.0,0.47783251231527096,0.10097277430531104,0.4620128394237103,"['ARP ESSER III 21 NORM', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', 'Median Age 10', '# of Households 10', 'Median Age Male 10', '42-Rural: Distant', '% of Population in Poverty', 'Median Age Female 10', '43-Rural: Remote']"
Random Forest,55,by methods,n/a,Regularization - Lasso,1.0,0.5369458128078818,0.17679369447504664,0.5022799294493423,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% On Campus 09/28/20', '% Black or African American Students 2021-2022', '# of Families 10', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 5 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', '22-Suburb: Mid-size', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 3 2018-2019', '% Housing Owner Occup 10', '% HH 1 Male 10', '% County Infected 07/28/2021', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Age 85-Up Pop 10', '41-Rural: Fringe', '32-Town: Distant', '31-Town: Fringe', '23-Suburb: Small', '21-Suburb: Large', '12-City: Mid-size', '11-City: Large', '% Students Tested Reading - Grade 7 2021-2022', '% Housing Renter Occup 10', '% County Infected 10/30/20', '% County Infected 09/28/20', '% County Deaths 10/30/2022', '% County Deaths 09/28/20', '% Age 20-24 Pop 10', '% ADA 2021-2022', '33-Town: Remote', '% County Infected 10/30/2022', '% School-wide Title I 2021-2022']"
Random Forest,69,by methods,n/a,Feature Importance - Random Forest,1.0,0.5665024630541872,0.22820025353026305,0.5166821269243477,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', 'Total Teachers 2018-2019', 'Avg Family Size 10', '% White Students 2021-2022', '% Students Tested Reading - Grade 8 2021-2022', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 5 2021-2022', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Prek 2020-2021', '% Male Pop 10', '% K 2021-2022', '% K 2020-2021', '% Hispanic Students 2020-2021', '% HH Married-noChild 10', '% HH Female-Child 10', '% HH 1 Male 10', '% Grades 1-8 2020-2021', '% Grades 1-8 2018-2019', '% Free or Reduced Lunch 2021-2022', '% Free or Reduced Lunch 2018-2019', '% ADA 2018-2019', 'Total Staff 2018-2019', '% White Students 2020-2021', '% White Students 2018-2019', '% Students Tested Reading - Grade 7 2021-2022', '% Hispanic Students 2021-2022', '% Hispanic Students 2018-2019', '% HH 1 Female 10', '% Students Tested Reading - Grade 3 2020-2021']"
Random Forest,84,by methods,n/a,Permutation Importance - Random Forest,1.0,0.5911330049261084,0.2786025380104164,0.5387841161873098,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', 'Total Teachers 2018-2019', 'Median Age 10', 'Avg Family Size 10', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 5 2021-2022', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Male Pop 10', '% K 2020-2021', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Married-noChild 10', '% HH 1 Male 10', '% Grades 1-8 2018-2019', '% Free or Reduced Lunch 2021-2022', '% Free or Reduced Lunch 2018-2019', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 45-54 Pop 10', '% ADA 2018-2019', 'Total Staff 2018-2019', '% White Students 2018-2019', '% Housing Renter Occup 10', '% Hispanic Students 2021-2022', '% HH Married-Child 10', '% HH Male-Child 10', '% HH 1 Female 10', '% Female Pop 10', '% County Deaths 10/30/2022', '% County Deaths 01/29/2022', '% Age 5-9 Pop 10', '% Age 35-44 Pop 10', '% Age 20-24 Pop 10', '% Age 0-4 Pop 10', 'Avg Household Size 10', '43-Rural: Remote', '% Title I Eligible School 2018-2019', '% School-wide Title I 2018-2019', '% Housing Vacant 10', '% Hispanic Pop 10', '% Age 10-14 Pop 10', '% Title I Eligible School 2020-2021', '% School-wide Title I 2020-2021', '% County Infected 01/29/2022']"
Random Forest,54,by methods,n/a,Permutation Importance - Ridge,1.0,0.5517241379310345,0.18774211678515978,0.48831131094929797,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'CRRSA ESSER II 21 NORM', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% Students Tested Reading - Grade 5 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% Free or Reduced Lunch 2020-2021', 'Median Age 10', '22-Suburb: Mid-size', '% White Students 2021-2022', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 5 2021-2022', '% Prek 2020-2021', '% Male Pop 10', '% K 2021-2022', '% HH Female-Child 10', '% Grades 1-8 2020-2021', '% Free or Reduced Lunch 2021-2022', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% Black or African American Students 2018-2019', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '% ADA 2018-2019', 'Median Age Male 10', '42-Rural: Distant', '11-City: Large', '% of Population in Poverty', '% Hispanic Students 2018-2019', '% Female Pop 10', '% Age 35-44 Pop 10', '% Age 0-4 Pop 10', '% ADA 2021-2022', '33-Town: Remote', '% School-wide Title I 2018-2019', '% Housing Vacant 10', '% Hispanic Pop 10', '% County Infected 10/30/2022', '% County Infected 07/29/2022', '% County Infected 01/29/21', '% Title I Eligible School 2021-2022', '% Black Pop 10']"
Random Forest,93,by methods,n/a,RFE - Random Forest,1.0,0.5615763546798029,0.21259176293768844,0.5074575966560505,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 5 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Free or Reduced Lunch 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2021-2022', 'Total Teachers 2020-2021', 'Total Teachers 2018-2019', 'Avg Family Size 10', '% White Students 2021-2022', '% Students Tested Reading - Grade 8 2021-2022', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 7 2020-2021', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 5 2021-2022', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2021-2022', '% Students Tested Reading - Grade 4 2020-2021', '% Students Tested Reading - Grade 3 2018-2019', '% Prek 2020-2021', '% K 2021-2022', '% K 2020-2021', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Married-noChild 10', '% HH Female-Child 10', '% HH 1 Male 10', '% Grades 1-8 2020-2021', '% Grades 1-8 2018-2019', '% Free or Reduced Lunch 2021-2022', '% Free or Reduced Lunch 2018-2019', '% County Infected 07/28/2021', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 15-19 Pop 10', '% ADA 2018-2019', '# of Households 10', 'Total Staff 2018-2019', '% White Students 2020-2021', '% White Students 2018-2019', '% Students Tested Reading - Grade 7 2021-2022', '% Hispanic Students 2021-2022', '% Hispanic Students 2018-2019', '% HH Married-Child 10', '% HH 1 Female 10', '% County Infected 10/30/20', '% County Infected 09/28/20', '% County Deaths 09/28/20', '% Asian or Asian/Pacific Islander Students 2021-2022', '% Asian or Asian/Pacific Islander Students 2020-2021', '% Age 5-9 Pop 10', '% ADA 2021-2022', 'Avg Household Size 10', '% Students Tested Reading - Grade 3 2020-2021', '% Age 25-34 Pop 10']"
Random Forest,69,by methods,n/a,SFS - KNN,1.0,0.5812807881773399,0.26082582023710676,0.5432358782612672,"['ARP ESSER III 21 NORM', '% On Campus 10/30/20', 'County Population', 'CRRSA ESSER II 21 NORM', 'CARES ESSER I 20 NORM', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% Grades 1-8 2021-2022', '# of Housing Units 10', '# of Families 10', 'Total Students 2021-2022', 'Total Students 2020-2021', 'Total Students 2018-2019', 'Total Staff 2021-2022', 'Total Staff 2020-2021', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% of Population Under 18 in Poverty', '% Students Tested Reading - Grade 8 2020-2021', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% Prek 2018-2019', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Asian or Asian/Pacific Islander Students 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Avg Family Size 10', '22-Suburb: Mid-size', '% White Students 2021-2022', '% Students Tested Reading - Grade 8 2021-2022', '% Students Tested Reading - Grade 8 2018-2019', '% Students Tested Reading - Grade 6 2020-2021', '% Students Tested Reading - Grade 6 2018-2019', '% Students Tested Reading - Grade 5 2020-2021', '% Students Tested Reading - Grade 4 2020-2021', '% Prek 2020-2021', '% K 2021-2022', '% Housing Owner Occup 10', '% Hispanic Students 2020-2021', '% HH Female-Child 10', '% Grades 1-8 2020-2021', '% Free or Reduced Lunch 2018-2019', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '# of Households 10', '41-Rural: Fringe', '32-Town: Distant', '31-Town: Fringe', '23-Suburb: Small', '21-Suburb: Large', '12-City: Mid-size', '11-City: Large', '% of Population in Poverty', '% White Students 2020-2021', '% Housing Renter Occup 10', '% HH Married-Child 10', '% HH Male-Child 10', '% Asian or Asian/Pacific Islander Students 2021-2022', '% Asian or Asian/Pacific Islander Students 2020-2021', '% Age 20-24 Pop 10', '13-City: Small', '% Title I Eligible School 2018-2019', '% Age 10-14 Pop 10']"
Random Forest,69,by methods,n/a,SFS - Ridge,1.0,0.5172413793103449,0.12660554418037578,0.4648372378696148,"['% On Campus 10/30/20', 'Per Capita Income', 'County Population', 'Average Annual Pay', '% Students Tested Reading - Grade 6 2021-2022', '% Students Tested Reading - Grade 3 2021-2022', '% Prek 2021-2022', '% On Campus 09/28/20', '% Grades 1-8 2021-2022', '% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '# of Families 10', 'Median Household Income', 'ESSER-SUPP 23 NORM', 'ESSER-SUPP 22 NORM', '% Students Tested Reading - Grade 7 2018-2019', '% Students Tested Reading - Grade 4 2018-2019', '% On Campus 01/29/21', '% K 2018-2019', '% Grades 9-12 2021-2022', '% Grades 9-12 2020-2021', '% Grades 9-12 2018-2019', '% Asian Pop 10', '% ADA 2020-2021', 'Total Teachers 2018-2019', 'Median Age 10', '22-Suburb: Mid-size', '% Students Tested Reading - Grade 8 2021-2022', '% Male Pop 10', '% K 2020-2021', '% HH Married-noChild 10', '% Grades 1-8 2018-2019', '% County Deaths 10/30/20', '% County Deaths 07/29/2022', '% County Deaths 07/28/2021', '% County Deaths 01/29/21', '% Black or African American Students 2018-2019', '% Age 85-Up Pop 10', '% Age 75-84 Pop 10', '% Age 65-74 Pop 10', '% Age 45-54 Pop 10', '% Age 15-19 Pop 10', '# of Households 10', 'Median Age Male 10', '42-Rural: Distant', '41-Rural: Fringe', '32-Town: Distant', '31-Town: Fringe', '23-Suburb: Small', '21-Suburb: Large', '12-City: Mid-size', '% HH Male-Child 10', '% Female Pop 10', '% County Infected 10/30/20', '% County Infected 09/28/20', '% County Deaths 09/28/20', '% County Deaths 01/29/2022', '% Asian or Asian/Pacific Islander Students 2021-2022', '% Asian or Asian/Pacific Islander Students 2020-2021', '% Age 5-9 Pop 10', '% Age 35-44 Pop 10', '% Age 0-4 Pop 10', 'Median Age Female 10', '13-City: Small', '% County Infected 07/29/2022', '% County Infected 01/29/21', '% Age 25-34 Pop 10', '% Age 55-64 Pop 10']"
Random Forest,6,by methods,n/a,RFE - Ridge,0.9987654320987654,0.5024630541871922,0.1379616726982444,0.48407021832777575,"['% Black or African American Students 2021-2022', '% Black or African American Students 2020-2021', '# of Housing Units 10', '% Asian or Asian/Pacific Islander Students 2018-2019', '% County Deaths 10/30/2022', '% County Deaths 01/29/2022']"
