feature,method,model,score,score_type,selected,Method
% Age 75-84 Pop 10,Permutation Importance,Random Forest,-0.0009852216748768461,importances_mean,0,Permutation Importance - Random Forest
% Age 85-Up Pop 10,Permutation Importance,Random Forest,-0.0049261083743842304,importances_mean,0,Permutation Importance - Random Forest
% HH 1 Male 10,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% HH 1 Female 10,Permutation Importance,Random Forest,-0.0049261083743842304,importances_mean,0,Permutation Importance - Random Forest
% HH Married-Child 10,Permutation Importance,Random Forest,-0.0019704433497536923,importances_mean,0,Permutation Importance - Random Forest
% HH Married-noChild 10,Permutation Importance,Random Forest,0.0039408866995073845,importances_mean,1,Permutation Importance - Random Forest
% HH Male-Child 10,Permutation Importance,Random Forest,-0.0039408866995073845,importances_mean,0,Permutation Importance - Random Forest
% HH Female-Child 10,Permutation Importance,Random Forest,0.005911330049261076,importances_mean,1,Permutation Importance - Random Forest
% Housing Vacant 10,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% Housing Owner Occup 10,Permutation Importance,Random Forest,-0.002955665024630538,importances_mean,0,Permutation Importance - Random Forest
% Housing Renter Occup 10,Permutation Importance,Random Forest,-0.0019704433497536923,importances_mean,0,Permutation Importance - Random Forest
11-City: Large,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
12-City: Mid-size,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
13-City: Small,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
21-Suburb: Large,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
22-Suburb: Mid-size,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
23-Suburb: Small,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
31-Town: Fringe,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
32-Town: Distant,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
33-Town: Remote,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
41-Rural: Fringe,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
42-Rural: Distant,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
43-Rural: Remote,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% ADA 2018-2019,Permutation Importance,Random Forest,-0.0019704433497536923,importances_mean,0,Permutation Importance - Random Forest
% ADA 2020-2021,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% ADA 2021-2022,Permutation Importance,Random Forest,0.0019704433497536923,importances_mean,1,Permutation Importance - Random Forest
% Asian or Asian/Pacific Islander Students 2018-2019,Permutation Importance,Random Forest,0.0039408866995073845,importances_mean,1,Permutation Importance - Random Forest
% Asian or Asian/Pacific Islander Students 2020-2021,Permutation Importance,Random Forest,-0.005911330049261076,importances_mean,0,Permutation Importance - Random Forest
% Asian or Asian/Pacific Islander Students 2021-2022,Permutation Importance,Random Forest,0.002955665024630538,importances_mean,1,Permutation Importance - Random Forest
% Black or African American Students 2018-2019,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% Black or African American Students 2020-2021,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% Black or African American Students 2021-2022,Permutation Importance,Random Forest,-0.005911330049261076,importances_mean,0,Permutation Importance - Random Forest
% Free or Reduced Lunch 2018-2019,Permutation Importance,Random Forest,0.0009852216748768461,importances_mean,1,Permutation Importance - Random Forest
% Free or Reduced Lunch 2020-2021,Permutation Importance,Random Forest,0.0009852216748768461,importances_mean,1,Permutation Importance - Random Forest
% Free or Reduced Lunch 2021-2022,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% Grades 1-8 2018-2019,Permutation Importance,Random Forest,-0.0009852216748768461,importances_mean,0,Permutation Importance - Random Forest
% Grades 1-8 2020-2021,Permutation Importance,Random Forest,-0.0039408866995073845,importances_mean,0,Permutation Importance - Random Forest
% Grades 1-8 2021-2022,Permutation Importance,Random Forest,0.007881773399014769,importances_mean,1,Permutation Importance - Random Forest
% Grades 9-12 2018-2019,Permutation Importance,Random Forest,0.0009852216748768461,importances_mean,1,Permutation Importance - Random Forest
% Grades 9-12 2020-2021,Permutation Importance,Random Forest,-0.0049261083743842304,importances_mean,0,Permutation Importance - Random Forest
% Grades 9-12 2021-2022,Permutation Importance,Random Forest,0.0049261083743842304,importances_mean,1,Permutation Importance - Random Forest
% Hispanic Students 2018-2019,Permutation Importance,Random Forest,-0.0019704433497536923,importances_mean,0,Permutation Importance - Random Forest
% Hispanic Students 2020-2021,Permutation Importance,Random Forest,-0.005911330049261076,importances_mean,0,Permutation Importance - Random Forest
% Hispanic Students 2021-2022,Permutation Importance,Random Forest,0.0039408866995073845,importances_mean,1,Permutation Importance - Random Forest
% K 2018-2019,Permutation Importance,Random Forest,-0.0009852216748768461,importances_mean,0,Permutation Importance - Random Forest
% K 2020-2021,Permutation Importance,Random Forest,-0.0039408866995073845,importances_mean,0,Permutation Importance - Random Forest
% K 2021-2022,Permutation Importance,Random Forest,-0.0039408866995073845,importances_mean,0,Permutation Importance - Random Forest
% Prek 2018-2019,Permutation Importance,Random Forest,-0.0019704433497536923,importances_mean,0,Permutation Importance - Random Forest
% Prek 2020-2021,Permutation Importance,Random Forest,-0.011822660098522153,importances_mean,0,Permutation Importance - Random Forest
% Prek 2021-2022,Permutation Importance,Random Forest,-0.0039408866995073845,importances_mean,0,Permutation Importance - Random Forest
% School-wide Title I 2018-2019,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% School-wide Title I 2020-2021,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% School-wide Title I 2021-2022,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 3 2018-2019,Permutation Importance,Random Forest,-0.006896551724137922,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 3 2020-2021,Permutation Importance,Random Forest,-0.0039408866995073845,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 3 2021-2022,Permutation Importance,Random Forest,0.0009852216748768461,importances_mean,1,Permutation Importance - Random Forest
% Students Tested Reading - Grade 4 2018-2019,Permutation Importance,Random Forest,-0.0019704433497536923,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 4 2020-2021,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 4 2021-2022,Permutation Importance,Random Forest,0.0009852216748768461,importances_mean,1,Permutation Importance - Random Forest
% Students Tested Reading - Grade 5 2018-2019,Permutation Importance,Random Forest,0.0009852216748768461,importances_mean,1,Permutation Importance - Random Forest
% Students Tested Reading - Grade 5 2020-2021,Permutation Importance,Random Forest,-0.002955665024630538,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 5 2021-2022,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 6 2018-2019,Permutation Importance,Random Forest,0.0039408866995073845,importances_mean,1,Permutation Importance - Random Forest
% Students Tested Reading - Grade 6 2020-2021,Permutation Importance,Random Forest,-0.002955665024630538,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 6 2021-2022,Permutation Importance,Random Forest,0.0049261083743842304,importances_mean,1,Permutation Importance - Random Forest
% Students Tested Reading - Grade 7 2018-2019,Permutation Importance,Random Forest,-0.002955665024630538,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 7 2020-2021,Permutation Importance,Random Forest,-0.007881773399014769,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 7 2021-2022,Permutation Importance,Random Forest,-0.0039408866995073845,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 8 2018-2019,Permutation Importance,Random Forest,-0.0019704433497536923,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 8 2020-2021,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% Students Tested Reading - Grade 8 2021-2022,Permutation Importance,Random Forest,-0.0019704433497536923,importances_mean,0,Permutation Importance - Random Forest
% Title I Eligible School 2018-2019,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% Title I Eligible School 2020-2021,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
% Title I Eligible School 2021-2022,Permutation Importance,Random Forest,-0.0009852216748768461,importances_mean,0,Permutation Importance - Random Forest
% White Students 2018-2019,Permutation Importance,Random Forest,-0.0019704433497536923,importances_mean,0,Permutation Importance - Random Forest
% White Students 2020-2021,Permutation Importance,Random Forest,-0.0049261083743842304,importances_mean,0,Permutation Importance - Random Forest
% White Students 2021-2022,Permutation Importance,Random Forest,-0.0039408866995073845,importances_mean,0,Permutation Importance - Random Forest
Total Staff 2018-2019,Permutation Importance,Random Forest,-0.0009852216748768461,importances_mean,0,Permutation Importance - Random Forest
Total Staff 2020-2021,Permutation Importance,Random Forest,0.005911330049261076,importances_mean,1,Permutation Importance - Random Forest
Total Staff 2021-2022,Permutation Importance,Random Forest,-0.002955665024630538,importances_mean,0,Permutation Importance - Random Forest
Total Students 2018-2019,Permutation Importance,Random Forest,-0.0019704433497536923,importances_mean,0,Permutation Importance - Random Forest
Total Students 2020-2021,Permutation Importance,Random Forest,-0.0049261083743842304,importances_mean,0,Permutation Importance - Random Forest
Total Students 2021-2022,Permutation Importance,Random Forest,-0.007881773399014769,importances_mean,0,Permutation Importance - Random Forest
Total Teachers 2018-2019,Permutation Importance,Random Forest,-0.0039408866995073845,importances_mean,0,Permutation Importance - Random Forest
Total Teachers 2020-2021,Permutation Importance,Random Forest,-0.002955665024630538,importances_mean,0,Permutation Importance - Random Forest
Total Teachers 2021-2022,Permutation Importance,Random Forest,0.002955665024630538,importances_mean,1,Permutation Importance - Random Forest
Per Capita Income,Permutation Importance,Random Forest,-0.0049261083743842304,importances_mean,0,Permutation Importance - Random Forest
Median Household Income,Permutation Importance,Random Forest,0.002955665024630538,importances_mean,1,Permutation Importance - Random Forest
Average Annual Pay,Permutation Importance,Random Forest,-0.0039408866995073845,importances_mean,0,Permutation Importance - Random Forest
% of Population in Poverty,Permutation Importance,Random Forest,-0.0039408866995073845,importances_mean,0,Permutation Importance - Random Forest
% of Population Under 18 in Poverty,Permutation Importance,Random Forest,0.0,importances_mean,0,Permutation Importance - Random Forest
CARES ESSER I 20 NORM,Permutation Importance,Ridge,0.0019704433497536923,importances_mean,1,Permutation Importance - Ridge
CRRSA ESSER II 21 NORM,Permutation Importance,Ridge,-0.0039408866995073845,importances_mean,0,Permutation Importance - Ridge
ARP ESSER III 21 NORM,Permutation Importance,Ridge,-0.0039408866995073845,importances_mean,0,Permutation Importance - Ridge
Average Score Math White Grade 3 2018-2019,Permutation Importance,Ridge,-0.0009852216748768461,importances_mean,0,Permutation Importance - Ridge
Average Score Math White Grade 4 2018-2019,Permutation Importance,Ridge,-0.0039408866995073845,importances_mean,0,Permutation Importance - Ridge
Average Score Math White Grade 5 2018-2019,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Math White Grade 6 2018-2019,Permutation Importance,Ridge,0.0019704433497536923,importances_mean,1,Permutation Importance - Ridge
Average Score Math White Grade 7 2018-2019,Permutation Importance,Ridge,-0.005911330049261076,importances_mean,0,Permutation Importance - Ridge
Average Score Math White Grade 8 2018-2019,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Math White Grade 3 2020-2021,Permutation Importance,Ridge,-0.002955665024630538,importances_mean,0,Permutation Importance - Ridge
Average Score Math White Grade 4 2020-2021,Permutation Importance,Ridge,-0.0039408866995073845,importances_mean,0,Permutation Importance - Ridge
Average Score Math White Grade 5 2020-2021,Permutation Importance,Ridge,-0.0009852216748768461,importances_mean,0,Permutation Importance - Ridge
Average Score Math White Grade 6 2020-2021,Permutation Importance,Ridge,-0.0009852216748768461,importances_mean,0,Permutation Importance - Ridge
Average Score Math White Grade 7 2020-2021,Permutation Importance,Ridge,-0.0009852216748768461,importances_mean,0,Permutation Importance - Ridge
Average Score Math White Grade 8 2020-2021,Permutation Importance,Ridge,-0.002955665024630538,importances_mean,0,Permutation Importance - Ridge
Average Score Math All Grade 3 2018-2019,Permutation Importance,Ridge,0.002955665024630538,importances_mean,1,Permutation Importance - Ridge
Average Score Math All Grade 4 2018-2019,Permutation Importance,Ridge,0.006896551724137922,importances_mean,1,Permutation Importance - Ridge
Average Score Math All Grade 5 2018-2019,Permutation Importance,Ridge,0.018719211822660075,importances_mean,1,Permutation Importance - Ridge
Average Score Math All Grade 6 2018-2019,Permutation Importance,Ridge,0.014778325123152691,importances_mean,1,Permutation Importance - Ridge
Average Score Math All Grade 7 2018-2019,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Math All Grade 8 2018-2019,Permutation Importance,Ridge,0.009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Math All Grade 3 2020-2021,Permutation Importance,Ridge,0.009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Math All Grade 4 2020-2021,Permutation Importance,Ridge,0.0039408866995073845,importances_mean,1,Permutation Importance - Ridge
Average Score Math All Grade 5 2020-2021,Permutation Importance,Ridge,0.016748768472906406,importances_mean,1,Permutation Importance - Ridge
Average Score Math All Grade 6 2020-2021,Permutation Importance,Ridge,0.017733990147783228,importances_mean,1,Permutation Importance - Ridge
Average Score Math All Grade 7 2020-2021,Permutation Importance,Ridge,0.009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Math All Grade 8 2020-2021,Permutation Importance,Ridge,0.0049261083743842304,importances_mean,1,Permutation Importance - Ridge
Average Score Math Free Lunch Grade 3 2018-2019,Permutation Importance,Ridge,0.0019704433497536923,importances_mean,1,Permutation Importance - Ridge
Average Score Math Free Lunch Grade 4 2018-2019,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Math Free Lunch Grade 5 2018-2019,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Math Free Lunch Grade 6 2018-2019,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Math Free Lunch Grade 7 2018-2019,Permutation Importance,Ridge,0.006896551724137922,importances_mean,1,Permutation Importance - Ridge
Average Score Math Free Lunch Grade 8 2018-2019,Permutation Importance,Ridge,0.0049261083743842304,importances_mean,1,Permutation Importance - Ridge
Average Score Math Free Lunch Grade 3 2020-2021,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Math Free Lunch Grade 4 2020-2021,Permutation Importance,Ridge,-0.005911330049261076,importances_mean,0,Permutation Importance - Ridge
Average Score Math Free Lunch Grade 5 2020-2021,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Math Free Lunch Grade 6 2020-2021,Permutation Importance,Ridge,-0.0009852216748768461,importances_mean,0,Permutation Importance - Ridge
Average Score Math Free Lunch Grade 7 2020-2021,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Math Free Lunch Grade 8 2020-2021,Permutation Importance,Ridge,-0.0009852216748768461,importances_mean,0,Permutation Importance - Ridge
Average Score Math Hispanic Grade 3 2018-2019,Permutation Importance,Ridge,0.005911330049261076,importances_mean,1,Permutation Importance - Ridge
Average Score Math Hispanic Grade 4 2018-2019,Permutation Importance,Ridge,-0.0039408866995073845,importances_mean,0,Permutation Importance - Ridge
Average Score Math Hispanic Grade 5 2018-2019,Permutation Importance,Ridge,-0.002955665024630538,importances_mean,0,Permutation Importance - Ridge
Average Score Math Hispanic Grade 6 2018-2019,Permutation Importance,Ridge,-0.0009852216748768461,importances_mean,0,Permutation Importance - Ridge
Average Score Math Hispanic Grade 7 2018-2019,Permutation Importance,Ridge,0.0049261083743842304,importances_mean,1,Permutation Importance - Ridge
Average Score Math Hispanic Grade 8 2018-2019,Permutation Importance,Ridge,0.008866995073891614,importances_mean,1,Permutation Importance - Ridge
Average Score Math Hispanic Grade 3 2020-2021,Permutation Importance,Ridge,0.002955665024630538,importances_mean,1,Permutation Importance - Ridge
Average Score Math Hispanic Grade 4 2020-2021,Permutation Importance,Ridge,-0.002955665024630538,importances_mean,0,Permutation Importance - Ridge
Average Score Math Hispanic Grade 5 2020-2021,Permutation Importance,Ridge,0.009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Math Hispanic Grade 6 2020-2021,Permutation Importance,Ridge,-0.0009852216748768461,importances_mean,0,Permutation Importance - Ridge
Average Score Math Hispanic Grade 7 2020-2021,Permutation Importance,Ridge,0.007881773399014769,importances_mean,1,Permutation Importance - Ridge
Average Score Math Hispanic Grade 8 2020-2021,Permutation Importance,Ridge,0.0039408866995073845,importances_mean,1,Permutation Importance - Ridge
Average Score Math Poverty Grade 3 2018-2019,Permutation Importance,Ridge,0.0019704433497536923,importances_mean,1,Permutation Importance - Ridge
Average Score Math Poverty Grade 4 2018-2019,Permutation Importance,Ridge,-0.0009852216748768461,importances_mean,0,Permutation Importance - Ridge
Average Score Math Poverty Grade 5 2018-2019,Permutation Importance,Ridge,-0.0009852216748768461,importances_mean,0,Permutation Importance - Ridge
Average Score Math Poverty Grade 6 2018-2019,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Math Poverty Grade 7 2018-2019,Permutation Importance,Ridge,0.005911330049261076,importances_mean,1,Permutation Importance - Ridge
Average Score Math Poverty Grade 8 2018-2019,Permutation Importance,Ridge,0.0049261083743842304,importances_mean,1,Permutation Importance - Ridge
Average Score Math Poverty Grade 3 2020-2021,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Math Poverty Grade 4 2020-2021,Permutation Importance,Ridge,-0.002955665024630538,importances_mean,0,Permutation Importance - Ridge
Average Score Math Poverty Grade 5 2020-2021,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Math Poverty Grade 6 2020-2021,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Math Poverty Grade 7 2020-2021,Permutation Importance,Ridge,-0.0019704433497536923,importances_mean,0,Permutation Importance - Ridge
Average Score Math Poverty Grade 8 2020-2021,Permutation Importance,Ridge,-0.0019704433497536923,importances_mean,0,Permutation Importance - Ridge
Average Score Math T1 Grade 3 2018-2019,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Math T1 Grade 4 2018-2019,Permutation Importance,Ridge,0.002955665024630538,importances_mean,1,Permutation Importance - Ridge
Average Score Math T1 Grade 5 2018-2019,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Math T1 Grade 6 2018-2019,Permutation Importance,Ridge,0.014778325123152691,importances_mean,1,Permutation Importance - Ridge
Average Score Math T1 Grade 3 2020-2021,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Math T1 Grade 4 2020-2021,Permutation Importance,Ridge,-0.006896551724137922,importances_mean,0,Permutation Importance - Ridge
Average Score Math T1 Grade 5 2020-2021,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Math T1 Grade 6 2020-2021,Permutation Importance,Ridge,-0.008866995073891614,importances_mean,0,Permutation Importance - Ridge
Average Score Reading White Grade 5 2018-2019,Permutation Importance,Ridge,-0.0019704433497536923,importances_mean,0,Permutation Importance - Ridge
Average Score Reading White Grade 6 2018-2019,Permutation Importance,Ridge,0.009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Reading White Grade 7 2018-2019,Permutation Importance,Ridge,0.002955665024630538,importances_mean,1,Permutation Importance - Ridge
Average Score Reading White Grade 8 2018-2019,Permutation Importance,Ridge,0.006896551724137922,importances_mean,1,Permutation Importance - Ridge
Average Score Reading White Grade 3 2020-2021,Permutation Importance,Ridge,0.0019704433497536923,importances_mean,1,Permutation Importance - Ridge
Average Score Reading White Grade 4 2020-2021,Permutation Importance,Ridge,-0.0049261083743842304,importances_mean,0,Permutation Importance - Ridge
Average Score Reading White Grade 5 2020-2021,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Reading White Grade 6 2020-2021,Permutation Importance,Ridge,0.0019704433497536923,importances_mean,1,Permutation Importance - Ridge
Average Score Reading White Grade 7 2020-2021,Permutation Importance,Ridge,0.002955665024630538,importances_mean,1,Permutation Importance - Ridge
Average Score Reading White Grade 8 2020-2021,Permutation Importance,Ridge,-0.0019704433497536923,importances_mean,0,Permutation Importance - Ridge
Average Score Reading All Grade 3 2018-2019,Permutation Importance,Ridge,0.002955665024630538,importances_mean,1,Permutation Importance - Ridge
Average Score Reading All Grade 4 2018-2019,Permutation Importance,Ridge,0.012807881773399,importances_mean,1,Permutation Importance - Ridge
Average Score Reading All Grade 5 2018-2019,Permutation Importance,Ridge,-0.002955665024630538,importances_mean,0,Permutation Importance - Ridge
Average Score Reading All Grade 6 2018-2019,Permutation Importance,Ridge,0.002955665024630538,importances_mean,1,Permutation Importance - Ridge
Average Score Reading All Grade 7 2018-2019,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Reading All Grade 8 2018-2019,Permutation Importance,Ridge,0.009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Reading All Grade 3 2020-2021,Permutation Importance,Ridge,0.016748768472906406,importances_mean,1,Permutation Importance - Ridge
Average Score Reading All Grade 4 2020-2021,Permutation Importance,Ridge,0.016748768472906406,importances_mean,1,Permutation Importance - Ridge
Average Score Reading All Grade 5 2020-2021,Permutation Importance,Ridge,0.0403940886699508,importances_mean,1,Permutation Importance - Ridge
Average Score Reading All Grade 6 2020-2021,Permutation Importance,Ridge,0.027586206896551734,importances_mean,1,Permutation Importance - Ridge
Average Score Reading All Grade 7 2020-2021,Permutation Importance,Ridge,0.019704433497536922,importances_mean,1,Permutation Importance - Ridge
Average Score Reading All Grade 8 2020-2021,Permutation Importance,Ridge,0.015763546798029538,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Free Lunch Grade 3 2018-2019,Permutation Importance,Ridge,-0.002955665024630538,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Free Lunch Grade 4 2018-2019,Permutation Importance,Ridge,0.0019704433497536923,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Free Lunch Grade 5 2018-2019,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Free Lunch Grade 6 2018-2019,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Free Lunch Grade 7 2018-2019,Permutation Importance,Ridge,0.0019704433497536923,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Free Lunch Grade 8 2018-2019,Permutation Importance,Ridge,0.007881773399014769,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Free Lunch Grade 3 2020-2021,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Free Lunch Grade 4 2020-2021,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Free Lunch Grade 5 2020-2021,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Free Lunch Grade 6 2020-2021,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Free Lunch Grade 7 2020-2021,Permutation Importance,Ridge,0.0019704433497536923,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Free Lunch Grade 8 2020-2021,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Hispanic Grade 3 2018-2019,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Hispanic Grade 4 2018-2019,Permutation Importance,Ridge,0.006896551724137922,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Hispanic Grade 5 2018-2019,Permutation Importance,Ridge,-0.002955665024630538,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Hispanic Grade 6 2018-2019,Permutation Importance,Ridge,0.008866995073891614,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Hispanic Grade 7 2018-2019,Permutation Importance,Ridge,-0.002955665024630538,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Hispanic Grade 8 2018-2019,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Hispanic Grade 3 2020-2021,Permutation Importance,Ridge,-0.0049261083743842304,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Hispanic Grade 4 2020-2021,Permutation Importance,Ridge,-0.0019704433497536923,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Hispanic Grade 5 2020-2021,Permutation Importance,Ridge,-0.0009852216748768461,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Hispanic Grade 6 2020-2021,Permutation Importance,Ridge,0.005911330049261076,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Hispanic Grade 7 2020-2021,Permutation Importance,Ridge,0.008866995073891614,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Hispanic Grade 8 2020-2021,Permutation Importance,Ridge,0.0039408866995073845,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Poverty Grade 3 2018-2019,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Poverty Grade 4 2018-2019,Permutation Importance,Ridge,-0.0009852216748768461,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Poverty Grade 5 2018-2019,Permutation Importance,Ridge,0.0019704433497536923,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Poverty Grade 6 2018-2019,Permutation Importance,Ridge,0.0039408866995073845,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Poverty Grade 7 2018-2019,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Poverty Grade 8 2018-2019,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Poverty Grade 3 2020-2021,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Poverty Grade 4 2020-2021,Permutation Importance,Ridge,-0.0009852216748768461,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Poverty Grade 5 2020-2021,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
Average Score Reading Poverty Grade 6 2020-2021,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Poverty Grade 7 2020-2021,Permutation Importance,Ridge,0.0039408866995073845,importances_mean,1,Permutation Importance - Ridge
Average Score Reading Poverty Grade 8 2020-2021,Permutation Importance,Ridge,0.0019704433497536923,importances_mean,1,Permutation Importance - Ridge
Average Score Reading T1 Grade 3 2018-2019,Permutation Importance,Ridge,-0.0019704433497536923,importances_mean,0,Permutation Importance - Ridge
Average Score Reading T1 Grade 4 2018-2019,Permutation Importance,Ridge,0.0009852216748768461,importances_mean,1,Permutation Importance - Ridge
Average Score Reading T1 Grade 5 2018-2019,Permutation Importance,Ridge,0.0,importances_mean,0,Permutation Importance - Ridge
